Time,Velocity,km_Remaining,Lat,Long,Altd_m,SOC,SOC_Wh,Array_Power_W,Irradiance_W,Power_Usage_W
20-Sep-2015 00:00:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:01:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:02:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:03:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:04:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:05:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:06:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:07:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:08:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:09:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:10:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:11:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:12:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:13:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:14:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:15:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:16:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:17:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:18:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:19:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:20:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:21:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:22:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:23:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:24:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:25:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:26:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:27:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:28:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:29:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:30:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:31:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:32:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:33:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:34:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:35:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
20-Sep-2015 00:36:00,0,288.577753515201,-27.39775,151.56172,379.559760684472,93.5,4383.8784,0,-0,0
