-27.39899143,151.5114194,372.2448949
-27.39893,151.51016,372.0974365
-27.39888,151.50909,372.6295862
-27.39879419,151.5070687,373.3526313
-27.39879,151.50697,373.3379435
-27.39872,151.50553,373.1228932
-27.39863499,151.5035086,372.4552813
-27.39863,151.50339,372.3940472
-27.39856,151.50198,371.6741577
-27.39847212,151.4999588,371.6134109
-27.39846,151.49968,371.6513022
-27.39836144,151.4976594,371.9336196
-27.39834,151.49722,371.9744346
-27.39824835,151.495199,371.7723782
-27.39815669,151.493178,371.5703451
-27.39814,151.49281,371.5335211
-27.39806,151.49122,370.8296421
-27.39797157,151.4891988,369.6480489
-27.39792,151.48802,369.5500372
-27.3978285,151.485999,369.3825541
-27.397737,151.483978,369.2150942
-27.39769,151.48294,369.1290323
-27.39760135,151.4809189,368.8016306
-27.39751271,151.4788977,368.4116489
-27.39742406,151.4768766,368.4116489
-27.39733541,151.4748554,368.4116721
-27.39724677,151.4728343,368.4116721
-27.39724,151.47268,368.4116721
-27.39714423,151.4706593,368.4116489
-27.39714,151.47057,368.4116489
-27.39705212,151.4685488,368.4116721
-27.39705,151.4685,368.4031332
-27.39697,151.46679,367.0176969
-27.39689,151.46492,367.2280833
-27.39679644,151.4628992,367.4568237
-27.39674,151.46168,367.5948383
-27.39669,151.46034,367.7084195
-27.39659842,151.458319,367.7442226
-27.39654,151.45703,367.5759274
-27.39644285,151.4550094,366.8232746
-27.39644,151.45495,366.8011848
-27.3964,151.454,366.4469365
-27.39630413,151.4519793,365.7191347
-27.39627,151.45126,365.4600673
-27.39621,151.44992,364.9770627
-27.39618,151.44917,364.7064167
-27.39612,151.44797,364.2744598
-27.39608,151.44687,363.877169
-27.39602,151.44556,363.8485591
-27.39595,151.44412,363.986156
-27.39588,151.44262,364.1292521
-27.39583,151.44166,364.2212541
-27.39574499,151.4396387,364.3951878
-27.39574,151.43952,364.3726804
-27.3957,151.43856,364.1904166
-27.39562,151.43727,363.9407467
-27.39554,151.436,363.6947661
-27.39538896,151.4339836,362.4449545
-27.39534,151.43333,361.9595831
-27.39525,151.43197,361.4000764
-27.39510961,151.4299526,362.1866528
-27.39496922,151.4279353,362.262946
-27.39482883,151.4259179,362.0663193
-27.39468844,151.4239005,361.9524132
-27.39454805,151.4218832,362.0085657
-27.39452,151.42148,362.0197962
-27.39441,151.41969,362.0709368
-27.3942694,151.4176727,362.1270429
-27.39418,151.41639,362.1627299
-27.39403926,151.4143727,359.6110844
-27.39394,151.41295,359.4875024
-27.39388,151.41197,359.4016029
-27.39373398,151.4099532,359.4016029
-27.39372,151.40976,359.4016029
-27.3937,151.4095,359.4016029
-27.39369,151.40931,359.4016261
-27.39366,151.40845,359.4015797
-27.3936294,151.4064268,359.4016029
-27.39359881,151.4044035,359.4016029
-27.39358,151.40316,359.4016029
-27.39358,151.40301,359.4016029
-27.39355137,151.4009867,359.9271396
-27.39355,151.40089,359.896627
