Latitude,Longitude,Altitude (m)
-30.869190000,135.607790000,140.0
-30.869770000,135.609800000,139.5
-30.870540000,135.613180000,139.2
-30.870790000,135.614610000,139.1
-30.871010000,135.615990000,137.9
-30.871670000,135.621600000,140.9
-30.872200000,135.625100000,139.0
-30.873000000,135.629360000,138.3
-30.873990000,135.633720000,139.4
-30.875060000,135.637780000,137.2
-30.875970000,135.640790000,135.7
-30.876900000,135.643570000,134.2
-30.878670000,135.648590000,134.7
-30.879620000,135.651570000,137.9
-30.880220000,135.653610000,139.5
-30.881320000,135.657740000,137.0
-30.882150000,135.660670000,135.0
-30.883120000,135.663510000,134.3
-30.883660000,135.664870000,135.9
-30.885160000,135.668350000,135.0
-30.886980000,135.672160000,133.7
-30.888230000,135.674560000,132.6
-30.889380000,135.676500000,133.6
-30.890450000,135.678160000,132.4
-30.892110000,135.680460000,134.5
-30.893370000,135.682010000,135.4
-30.894400000,135.683200000,137.2
-30.895660000,135.684530000,137.4
-30.897460000,135.686260000,138.1
-30.899500000,135.687970000,137.3
-30.901970000,135.689780000,138.4
-30.905090000,135.691760000,138.1
-30.908230000,135.693880000,139.4
-30.910670000,135.695640000,141.0
-30.912760000,135.697230000,140.4
-30.916730000,135.700470000,139.0
-30.919240000,135.702690000,136.2
-30.921480000,135.704790000,132.8
-30.923230000,135.706510000,135.7
-30.925750000,135.709140000,136.9
-30.927530000,135.711080000,139.0
-30.930420000,135.714430000,141.7
-30.933180000,135.717920000,144.5
-30.937020000,135.723130000,149.6
-30.938510000,135.725060000,148.7
-30.939990000,135.726860000,149.7
-30.942100000,135.729250000,148.5
-30.943260000,135.730480000,148.9
-30.945510000,135.732740000,148.9
-30.947010000,135.734120000,148.4
-30.950260000,135.736920000,146.0
-30.952160000,135.738400000,146.5
-30.953830000,135.739610000,146.1
-30.957250000,135.741900000,143.9
-30.961120000,135.744200000,143.0
-30.966070000,135.746950000,144.7
-30.970620000,135.749290000,145.9
-30.975190000,135.751480000,146.0
-30.979970000,135.753570000,147.6
-30.987600000,135.756680000,152.0
-30.990330000,135.758080000,152.2
-30.992060000,135.759110000,153.4
-30.994070000,135.760470000,154.5
-30.995410000,135.761490000,154.8
-30.997000000,135.762800000,156.3
-30.998000000,135.763710000,156.3
-30.999260000,135.764940000,156.1
-31.001770000,135.767620000,156.9
-31.002850000,135.768890000,157.5
-31.005060000,135.771730000,156.3
-31.006350000,135.773540000,157.3
-31.007590000,135.775440000,156.9
-31.010670000,135.780650000,157.4
-31.012480000,135.783490000,159.8
-31.014620000,135.786590000,161.5
-31.016940000,135.789660000,162.1
-31.019570000,135.792860000,164.7
-31.020970000,135.794440000,166.1
-31.025780000,135.799540000,170.9
-31.028050000,135.802110000,176.0
-31.030620000,135.805270000,182.3
-31.035130000,135.811330000,183.9
-31.036410000,135.812850000,182.7
-31.038170000,135.814710000,179.9
-31.040110000,135.816510000,178.5
-31.042360000,135.818290000,180.4
-31.043670000,135.819200000,180.1
-31.046080000,135.820680000,182.6
-31.048530000,135.821920000,181.3
-31.050470000,135.822720000,179.3
-31.052480000,135.823410000,183.8
-31.053990000,135.823820000,185.4
-31.056480000,135.824350000,183.6
-31.058120000,135.824830000,184.6
-31.058830000,135.825090000,184.2
-31.060230000,135.825730000,181.8
-31.061490000,135.826450000,180.1
-31.062760000,135.827320000,178.1
-31.063920000,135.828270000,177.3
-31.065360000,135.829680000,173.6
-31.066330000,135.830830000,169.8
-31.066980000,135.831720000,168.2
-31.067540000,135.832560000,165.2
-31.068480000,135.834190000,166.6
-31.076660000,135.852070000,160.0
-31.077900000,135.854450000,158.9
-31.078770000,135.855980000,160.7
-31.079710000,135.857530000,159.1
-31.081310000,135.859930000,157.9
-31.082980000,135.862210000,158.1
-31.084300000,135.863830000,158.4
-31.086080000,135.865840000,157.7
-31.087660000,135.867480000,157.8
-31.088670000,135.868450000,159.3
-31.090460000,135.870050000,160.1
-31.092780000,135.871910000,160.4
-31.095380000,135.873800000,162.3
-31.096090000,135.874360000,161.7
-31.097760000,135.875880000,159.9
-31.099060000,135.877300000,160.5
-31.099720000,135.878100000,159.9
-31.101130000,135.880110000,158.4
-31.101970000,135.881510000,156.2
-31.102870000,135.883290000,156.4
-31.103630000,135.885080000,154.6
-31.104110000,135.886450000,154.5
-31.105650000,135.891710000,156.4
-31.106310000,135.893740000,155.0
-31.107700000,135.897620000,154.1
-31.109490000,135.902020000,154.7
-31.112340000,135.908550000,155.1
-31.114140000,135.913040000,156.6
-31.116240000,135.918630000,158.3
-31.117740000,135.922890000,156.7
-31.118850000,135.926250000,155.2
-31.120190000,135.930560000,158.2
-31.120910000,135.933230000,159.9
-31.121610000,135.936510000,161.3
-31.122040000,135.939050000,164.5
-31.122270000,135.940870000,164.2
-31.122850000,135.946780000,162.7
-31.123090000,135.948570000,162.6
-31.123650000,135.951950000,162.9
-31.124510000,135.956020000,165.1
-31.137570000,136.006640000,163.0
-31.138230000,136.008970000,163.4
-31.139180000,136.011820000,165.2
-31.139930000,136.013790000,166.4
-31.140650000,136.015500000,165.3
-31.141930000,136.018270000,165.8
-31.142970000,136.020280000,166.9
-31.153770000,136.040110000,157.7
-31.154780000,136.042070000,158.8
-31.156470000,136.045680000,161.4
-31.157910000,136.049170000,163.5
-31.159390000,136.053330000,162.5
-31.160160000,136.055780000,163.8
-31.161030000,136.058920000,161.4
-31.161870000,136.062500000,156.0
-31.162390000,136.065150000,154.5
-31.162780000,136.067510000,158.7
-31.163260000,136.071040000,160.1
-31.163550000,136.073940000,161.8
-31.163720000,136.076580000,161.2
-31.163840000,136.080180000,158.0
-31.163860000,136.088200000,152.1
-31.163910000,136.091170000,151.7
-31.164000000,136.093000000,153.0
-31.164220000,136.095480000,154.6
-31.164550000,136.098200000,154.4
-31.164750000,136.099460000,155.4
-31.165360000,136.102700000,156.0
-31.168780000,136.117640000,156.9
-31.169330000,136.120420000,155.5
-31.169790000,136.123030000,154.2
-31.170910000,136.130470000,155.0
-31.171280000,136.132530000,156.9
-31.171990000,136.136000000,155.1
-31.184060000,136.190250000,148.4
-31.184510000,136.192380000,148.4
-31.185090000,136.195710000,145.3
-31.185460000,136.198930000,145.2
-31.185660000,136.201830000,144.8
-31.185720000,136.204360000,143.3
-31.185680000,136.207130000,143.2
-31.185490000,136.210110000,141.9
-31.185180000,136.212970000,142.6
-31.184960000,136.214430000,140.8
-31.184160000,136.218880000,141.3
-31.183830000,136.221180000,139.8
-31.183600000,136.223210000,139.1
-31.183350000,136.226830000,135.2
-31.183290000,136.230400000,138.4
-31.183370000,136.232990000,134.8
-31.183440000,136.234050000,134.0
-31.183560000,136.235480000,131.8
-31.183840000,136.238070000,130.0
-31.184220000,136.240580000,130.9
-31.184620000,136.242710000,128.9
-31.185070000,136.244740000,129.3
-31.185560000,136.246660000,128.3
-31.196960000,136.284460000,128.0
-31.198150000,136.288180000,124.1
-31.199790000,136.293010000,125.7
-31.201890000,136.298840000,125.9
-31.203400000,136.302810000,125.0
-31.204690000,136.306070000,123.2
-31.207140000,136.311920000,117.4
-31.208050000,136.313920000,115.8
-31.209550000,136.317010000,114.8
-31.211690000,136.321000000,111.5
-31.212960000,136.323180000,112.0
-31.217650000,136.330750000,113.3
-31.219500000,136.333900000,116.5
-31.221620000,136.337890000,117.4
-31.223720000,136.342350000,111.7
-31.225330000,136.346210000,110.3
-31.233080000,136.366620000,121.0
-31.233820000,136.369050000,111.6
-31.234100000,136.370240000,109.7
-31.234430000,136.372110000,107.9
-31.234670000,136.374100000,105.9
-31.234730000,136.375280000,106.4
-31.234770000,136.376490000,106.7
-31.234700000,136.379150000,107.0
-31.234710000,136.381440000,108.7
-31.234810000,136.383950000,108.4
-31.234930000,136.385460000,109.9
-31.235050000,136.386790000,109.4
-31.235370000,136.389200000,112.2
-31.235680000,136.391040000,111.4
-31.236300000,136.394200000,113.2
-31.236490000,136.396260000,115.4
-31.236480000,136.397830000,119.5
-31.236330000,136.399390000,123.1
-31.235980000,136.401240000,125.3
-31.235690000,136.402280000,123.6
-31.234380000,136.406090000,123.3
-31.233950000,136.407520000,124.0
-31.233460000,136.409330000,123.6
-31.232950000,136.411470000,120.7
-31.232660000,136.412850000,120.8
-31.232200000,136.415410000,117.1
-31.231920000,136.417310000,116.5
-31.231620000,136.420230000,118.7
-31.231420000,136.423430000,118.8
-31.231380000,136.426100000,116.1
-31.231520000,136.434020000,116.1
-31.231460000,136.440730000,113.5
-31.231230000,136.446970000,109.7
-31.230620000,136.456240000,112.1
-31.230550000,136.458520000,110.3
-31.230580000,136.462500000,110.6
-31.230650000,136.464290000,110.5
-31.230860000,136.466820000,105.9
-31.231100000,136.468510000,103.6
-31.231390000,136.470020000,101.9
-31.231660000,136.471200000,99.4
-31.232080000,136.472710000,99.5
-31.232590000,136.474240000,97.5
-31.233250000,136.475950000,97.8
-31.234080000,136.477730000,97.1
-31.235020000,136.479470000,96.3
-31.235880000,136.480870000,92.9
-31.237230000,136.482730000,92.5
-31.243650000,136.490450000,107.3
-31.244480000,136.491560000,106.2
-31.245760000,136.493520000,105.0
-31.246300000,136.494420000,106.7
-31.247050000,136.495850000,105.3
-31.247790000,136.497430000,102.4
-31.248270000,136.498580000,103.3
-31.249030000,136.500730000,101.5
-31.249310000,136.501660000,99.2
-31.249820000,136.503670000,102.1
-31.250230000,136.505800000,105.2
-31.250550000,136.507930000,108.4
-31.250730000,136.509510000,108.8
-31.251180000,136.513880000,111.2
-31.251440000,136.517700000,111.5
-31.251550000,136.520230000,113.1
-31.251640000,136.524280000,117.8
-31.251630000,136.527350000,117.9
-31.251500000,136.531320000,121.8
-31.251300000,136.534790000,123.0
-31.251030000,136.537880000,124.0
-31.250570000,136.541270000,127.7
-31.249950000,136.544350000,132.3
-31.247390000,136.553880000,146.8
-31.247150000,136.555010000,148.6
-31.246970000,136.556050000,150.7
-31.246800000,136.557570000,157.5
-31.246730000,136.559610000,166.1
-31.246730000,136.560440000,170.6
-31.246920000,136.562770000,179.5
-31.247260000,136.564660000,181.3
-31.247590000,136.565990000,184.2
-31.248250000,136.568020000,190.4
-31.249030000,136.569840000,194.8
-31.250170000,136.571920000,195.7
-31.250730000,136.572760000,193.3
-31.253920000,136.576920000,196.8
-31.255390000,136.579060000,196.9
-31.256260000,136.580440000,198.3
-31.257810000,136.583100000,201.7
-31.258990000,136.585400000,203.2
-31.259870000,136.587270000,201.2
-31.260680000,136.589130000,202.8
-31.262000000,136.592660000,201.6
-31.262970000,136.595770000,202.8
-31.263490000,136.597640000,202.0
-31.264040000,136.599970000,201.8
-31.264420000,136.601900000,203.3
-31.264890000,136.604830000,202.1
-31.268620000,136.633980000,203.1
-31.269010000,136.638800000,202.6
-31.269040000,136.643240000,201.0
-31.268990000,136.645090000,200.1
-31.268830000,136.647750000,201.0
-31.268360000,136.652050000,200.0
-31.268010000,136.654310000,201.7
-31.267150000,136.658530000,199.5
-31.266490000,136.661110000,198.6
-31.251000000,136.715070000,192.2
-31.249740000,136.719580000,189.0
-31.249230000,136.721850000,191.0
-31.248760000,136.724600000,193.0
-31.248490000,136.726960000,196.6
-31.248340000,136.729120000,196.0
-31.248300000,136.730970000,195.1
-31.248340000,136.733410000,194.2
-31.248750000,136.738800000,192.7
-31.248840000,136.740620000,190.9
-31.248900000,136.744970000,191.6
-31.248850000,136.746890000,191.5
-31.248150000,136.761550000,188.2
-31.248060000,136.763780000,189.0
-31.248030000,136.766510000,189.2
-31.248100000,136.769150000,193.8
-31.248240000,136.771410000,194.6
-31.248530000,136.774380000,194.9
-31.248990000,136.777650000,193.3
-31.249470000,136.780260000,189.6
-31.249850000,136.782030000,189.2
-31.250760000,136.785590000,189.9
-31.251440000,136.787870000,192.7
-31.252200000,136.790080000,193.2
-31.253570000,136.793610000,192.6
-31.254360000,136.795400000,193.0
-31.255210000,136.797170000,191.3
-31.256200000,136.799130000,189.9
-31.257040000,136.800640000,189.7
-31.259360000,136.804460000,188.3
-31.261510000,136.807430000,184.7
-31.263360000,136.809780000,188.0
-31.265310000,136.812000000,188.8
-31.266490000,136.813240000,187.9
-31.276660000,136.823110000,177.3
-31.278710000,136.824900000,177.6
-31.280070000,136.826020000,179.2
-31.282010000,136.827480000,179.4
-31.283450000,136.828510000,178.1
-31.292540000,136.834570000,178.9
-31.294290000,136.835840000,179.2
-31.296240000,136.837390000,182.9
-31.360520000,136.889830000,194.6
-31.361720000,136.890930000,194.3
-31.363510000,136.892830000,194.5
-31.364890000,136.894550000,195.6
-31.365720000,136.895740000,195.9
-31.366860000,136.897560000,199.0
-31.367960000,136.899640000,199.1
-31.384830000,136.936440000,131.2
-31.386030000,136.939190000,126.7
-31.396070000,136.962880000,135.5
-31.398180000,136.967620000,120.5
-31.401320000,136.974350000,95.1
-31.405190000,136.982190000,94.9
-31.406540000,136.984730000,91.8
-31.407470000,136.986140000,86.5
-31.408010000,136.986880000,84.8
-31.409010000,136.988060000,84.9
-31.410150000,136.989200000,83.6
-31.410710000,136.989690000,82.8
-31.411320000,136.990200000,82.4
-31.412640000,136.991150000,79.9
-31.414230000,136.992040000,78.2
-31.414850000,136.992330000,79.6
-31.416720000,136.993040000,80.7
-31.418330000,136.993430000,79.9
-31.430450000,136.995360000,72.3
-31.431980000,136.995720000,71.4
-31.433690000,136.996390000,70.2
-31.434880000,136.997050000,72.0
-31.435840000,136.997710000,71.0
-31.436810000,136.998510000,70.8
-31.437630000,136.999310000,69.8
-31.438230000,136.999990000,72.2
-31.439410000,137.001580000,69.8
-31.440220000,137.003000000,68.3
-31.445030000,137.012580000,84.1
-31.445420000,137.013580000,84.3
-31.445740000,137.014600000,80.8
-31.448920000,137.025110000,78.2
-31.449700000,137.027070000,78.5
-31.450130000,137.027930000,80.6
-31.450570000,137.028690000,81.8
-31.451290000,137.029770000,81.0
-31.452050000,137.030730000,82.4
-31.452680000,137.031430000,84.5
-31.466350000,137.045690000,99.6
-31.467140000,137.046730000,99.5
-31.468190000,137.048420000,102.2
-31.469010000,137.050190000,102.3
-31.480650000,137.079810000,114.4
-31.481040000,137.080700000,114.9
-31.481750000,137.081860000,112.5
-31.482450000,137.082730000,112.0
-31.483330000,137.083560000,113.5
-31.517500000,137.112030000,138.9
-31.518190000,137.112810000,142.7
-31.518670000,137.113470000,143.2
-31.521310000,137.117600000,151.1
-31.522000000,137.118470000,150.5
-31.522920000,137.119370000,150.2
-31.524000000,137.120120000,152.1
-31.535390000,137.126550000,152.0
-31.536560000,137.127140000,153.9
-31.537540000,137.127470000,152.1
-31.538500000,137.127650000,152.9
-31.539430000,137.127700000,151.9
-31.543790000,137.127620000,156.9
-31.544880000,137.127500000,159.6
-31.545990000,137.127190000,159.8
-31.546940000,137.126770000,160.4
-31.549040000,137.125400000,161.1
-31.549550000,137.125120000,160.4
-31.550470000,137.124740000,158.5
-31.551640000,137.124440000,160.3
-31.552640000,137.124340000,159.8
-31.553560000,137.124380000,159.2
-31.554480000,137.124540000,159.1
-31.555410000,137.124820000,158.1
-31.556270000,137.125230000,156.9
-31.581310000,137.138510000,168.2
-31.582600000,137.139110000,167.9
-31.584530000,137.139820000,167.9
-31.585570000,137.140090000,166.5
-31.588200000,137.140540000,165.0
-31.630520000,137.146950000,115.4
-31.632460000,137.147330000,115.4
-31.634000000,137.147730000,114.1
-31.635210000,137.148110000,114.1
-31.654890000,137.154980000,105.0
-31.656180000,137.155460000,107.0
-31.657740000,137.156180000,107.8
-31.658490000,137.156570000,108.1
-31.659890000,137.157430000,110.9
-31.674450000,137.167000000,94.8
-31.676370000,137.168310000,88.8
-31.677450000,137.169250000,86.6
-31.678670000,137.170500000,82.4
-31.679530000,137.171570000,80.8
-31.680180000,137.172510000,83.6
-31.680810000,137.173550000,83.5
-31.681610000,137.175170000,84.4
-31.682130000,137.176460000,84.1
-31.682580000,137.177890000,85.8
-31.682990000,137.179700000,89.8
-31.684280000,137.188220000,83.1
-31.684660000,137.190140000,79.3
-31.685050000,137.191680000,80.9
-31.685740000,137.193780000,80.6
-31.686680000,137.196060000,84.3
-31.687450000,137.197610000,87.7
-31.688240000,137.198980000,89.8
-31.689120000,137.200330000,89.0
-31.690330000,137.201920000,89.6
-31.691160000,137.202900000,89.5
-31.692260000,137.204030000,88.2
-31.695820000,137.207310000,81.5
-31.696450000,137.207950000,80.3
-31.697760000,137.209480000,77.1
-31.698660000,137.210760000,73.2
-31.699610000,137.212390000,72.9
-31.700100000,137.213360000,75.7
-31.700670000,137.214670000,74.6
-31.701210000,137.216220000,72.9
-31.702450000,137.220350000,65.1
-31.702840000,137.221320000,62.8
-31.703370000,137.222380000,65.1
-31.703880000,137.223250000,68.2
-31.704680000,137.224320000,66.3
-31.705670000,137.225390000,64.4
-31.706670000,137.226230000,66.5
-31.707620000,137.226850000,68.5
-31.708480000,137.227300000,71.2
-31.709210000,137.227610000,73.4
-31.710600000,137.228010000,75.8
-31.713280000,137.228350000,79.0
-31.715010000,137.228780000,79.6
-31.716040000,137.229160000,83.0
-31.717070000,137.229680000,82.9
-31.718170000,137.230340000,83.3
-31.719190000,137.231110000,85.6
-31.727400000,137.238040000,81.8
-31.732820000,137.242650000,84.0
-31.735230000,137.244770000,85.4
-31.737190000,137.246720000,86.6
-31.738700000,137.248320000,88.1
-31.774670000,137.290030000,103.4
-31.776230000,137.291790000,105.5
-31.777330000,137.292820000,104.5
-31.778120000,137.293450000,105.7
-31.779390000,137.294350000,101.5
-31.780630000,137.295060000,100.5
-31.875680000,137.348660000,88.9
-31.919860000,137.373650000,96.7
-31.921870000,137.374630000,96.8
-31.923460000,137.375190000,96.9
-31.925100000,137.375590000,97.2
-31.927170000,137.376000000,99.0
-31.928360000,137.376330000,99.4
-31.930000000,137.376970000,100.3
-31.931360000,137.377680000,98.8
-31.975630000,137.407080000,135.9
-32.034450000,137.445410000,132.4
-32.035740000,137.446190000,128.5
-32.037230000,137.446810000,121.2
-32.038470000,137.447120000,115.2
-32.039820000,137.447250000,111.6
-32.040730000,137.447230000,109.8
-32.118820000,137.440060000,56.1
-32.121160000,137.439890000,54.3
-32.123190000,137.439870000,55.0
-32.124610000,137.439950000,54.9
-32.126380000,137.440140000,52.5
-32.128020000,137.440440000,52.5
-32.130110000,137.441080000,53.9
-32.132120000,137.441910000,54.2
-32.134510000,137.443220000,54.4
-32.136120000,137.444340000,52.9
-32.137370000,137.445360000,53.4
-32.138530000,137.446400000,54.2
-32.189480000,137.495330000,54.6
-32.219130000,137.523470000,50.2
-32.243800000,137.547530000,50.2
-32.246740000,137.550230000,51.5
-32.250320000,137.553160000,52.6
-32.253440000,137.555280000,53.3
-32.255160000,137.556330000,51.2
-32.300570000,137.581680000,48.4
-32.303770000,137.583190000,48.8
-32.352150000,137.603510000,43.2
-32.353230000,137.604070000,45.6
-32.355000000,137.605160000,46.4
-32.356160000,137.606030000,46.7
-32.357260000,137.606950000,45.2
-32.358090000,137.607740000,44.0
-32.359270000,137.608990000,41.7
-32.380500000,137.633210000,46.5
-32.417530000,137.671340000,17.0
-32.418620000,137.672560000,17.1
-32.419620000,137.673810000,18.5
-32.420960000,137.675710000,17.0
-32.429180000,137.689270000,12.0
-32.429730000,137.690120000,12.2
-32.430560000,137.691220000,13.0
-32.431800000,137.692550000,13.8
-32.433110000,137.693640000,13.2
-32.433830000,137.694140000,13.7
-32.438280000,137.696880000,11.7
-32.439500000,137.697790000,10.5
-32.440160000,137.698360000,11.4
-32.441010000,137.699240000,13.9
-32.441640000,137.699980000,13.0
-32.442290000,137.700860000,12.7
-32.447720000,137.709710000,13.7
-32.449340000,137.712580000,15.2
-32.450000000,137.713890000,16.3
-32.450840000,137.715740000,17.1
-32.456000000,137.727720000,12.0
-32.456470000,137.728660000,11.7
-32.457120000,137.729790000,12.8
-32.458140000,137.731260000,14.3
-32.458980000,137.732290000,11.7
-32.460130000,137.733470000,12.7
-32.472740000,137.745530000,20.5
-32.475160000,137.748050000,16.2
-32.477630000,137.750740000,15.8
-32.478940000,137.752090000,16.5
-32.479440000,137.752490000,18.3
-32.479900000,137.752730000,20.6
-32.479900000,137.752730000,20.6
-32.480080000,137.752980000,21.0
-32.480180000,137.753240000,21.3
-32.480410000,137.754120000,21.6
-32.480580000,137.754560000,20.7
-32.481610000,137.756170000,16.8
-32.482070000,137.757410000,15.1
-32.482300000,137.757820000,14.2
-32.482800000,137.758390000,11.7
-32.483010000,137.758500000,10.5
-32.484250000,137.759550000,5.9
-32.484890000,137.760250000,3.8
-32.485420000,137.761100000,1.0
-32.486940000,137.764160000,1.6
-32.487300000,137.764750000,5.2
-32.488000000,137.765610000,8.0
-32.491960000,137.768680000,18.6
-32.492720000,137.769150000,16.3
-32.493860000,137.769730000,15.2
-32.494350000,137.770090000,14.5
-32.494640000,137.770370000,13.4
-32.495090000,137.770930000,12.0
-32.500260000,137.778640000,10.9
-32.500710000,137.779200000,11.7
-32.501590000,137.780050000,13.0
-32.503030000,137.781150000,12.8
-32.503900000,137.781890000,14.5
-32.504170000,137.782160000,13.8
-32.504580000,137.782780000,11.3
-32.504840000,137.783260000,10.4
-32.505060000,137.783820000,9.4
-32.505110000,137.784010000,9.1
-32.505090000,137.784190000,9.0
-32.505260000,137.784970000,7.7
-32.505560000,137.785930000,6.0
-32.509880000,137.797840000,5.4
-32.510020000,137.798340000,5.0
-32.512090000,137.808900000,11.9
-32.512550000,137.810330000,13.9
-32.513200000,137.811750000,13.5
-32.514090000,137.813100000,14.7
-32.514530000,137.813620000,15.3
-32.516920000,137.816040000,14.8
-32.517310000,137.816500000,15.5
-32.518260000,137.817870000,16.4
-32.523050000,137.825640000,19.4
-32.526300000,137.830330000,21.0
-32.527300000,137.832040000,22.9
-32.539940000,137.852680000,25.2
-32.541090000,137.854330000,26.5
-32.541990000,137.855350000,26.8
-32.542870000,137.856200000,26.7
-32.543410000,137.856650000,27.1
-32.555690000,137.865660000,30.5
-32.572680000,137.877190000,31.8
-32.595670000,137.893470000,34.4
-32.613620000,137.906150000,42.3
-32.614360000,137.906620000,42.4
-32.624560000,137.913870000,43.8
-32.627740000,137.916070000,43.4
-32.629280000,137.917190000,45.4
-32.631240000,137.918710000,45.9
-32.632750000,137.919760000,44.7
-32.635130000,137.921170000,44.3
-32.637410000,137.922250000,45.2
-32.639710000,137.923110000,44.2
-32.653320000,137.926770000,40.0
-32.656760000,137.927790000,39.3
-32.659820000,137.928830000,38.9
-32.663130000,137.930110000,38.3
-32.681060000,137.937640000,48.7
-32.688520000,137.940300000,57.2
-32.690860000,137.941030000,60.5
-32.692140000,137.941370000,60.9
-32.694900000,137.941910000,63.2
-32.697390000,137.942240000,62.3
-32.698950000,137.942340000,62.5
-32.701910000,137.942370000,62.2
-32.704880000,137.942140000,62.2
-32.706550000,137.941910000,60.4
-32.712130000,137.940770000,54.6
-32.715800000,137.940150000,51.6
-32.718940000,137.939880000,44.8
-32.722080000,137.939810000,39.6
-32.724180000,137.939890000,35.1
-32.726810000,137.940130000,33.4
-32.737330000,137.941590000,21.6
-32.738960000,137.941910000,20.5
-32.740520000,137.942310000,16.9
-32.742260000,137.942900000,13.7
-32.743700000,137.943460000,13.2
-32.761110000,137.951630000,8.5
-32.763010000,137.952400000,10.0
-32.764670000,137.952950000,11.0
-32.766080000,137.953330000,12.0
-32.767510000,137.953640000,13.0
-32.770150000,137.953990000,12.6
-32.772170000,137.954070000,15.4
-32.776440000,137.953980000,23.1
-32.777070000,137.953990000,23.8
-32.779290000,137.954200000,27.5
-32.781620000,137.954610000,28.2
-32.784290000,137.955330000,30.2
-32.799310000,137.960710000,43.4
-32.800970000,137.961390000,45.4
-32.802630000,137.962160000,45.9
-32.804140000,137.963010000,46.2
-32.805630000,137.963940000,49.6
-32.821300000,137.975150000,48.3
-32.823250000,137.976430000,49.1
-32.824260000,137.977020000,49.5
-32.826340000,137.978100000,50.5
-32.828160000,137.978890000,50.6
-32.830280000,137.979710000,53.5
-32.832730000,137.980420000,54.1
-32.834830000,137.980860000,54.3
-32.836990000,137.981140000,55.1
-32.839270000,137.981300000,56.2
-32.851190000,137.981970000,54.1
-32.856500000,137.982160000,50.8
-32.889100000,137.982310000,25.3
-32.925680000,137.982370000,30.2
-32.972500000,137.982550000,12.9
-32.974490000,137.982740000,13.3
-32.976640000,137.983140000,12.1
-32.984280000,137.985290000,11.8
-32.985660000,137.985740000,11.5
-32.987110000,137.986430000,9.7
-32.988240000,137.987160000,10.6
-32.988880000,137.987680000,11.4
-32.989690000,137.988430000,11.9
-32.990590000,137.989440000,13.2
-32.991380000,137.990570000,13.3
-32.992210000,137.992050000,15.3
-32.994890000,137.998640000,12.4
-32.995910000,138.000640000,13.0
-32.996850000,138.002230000,14.4
-32.997950000,138.003780000,14.4
-32.999060000,138.005050000,13.4
-32.999960000,138.005950000,14.0
-33.000680000,138.006580000,12.3
-33.002200000,138.007720000,12.5
-33.003580000,138.008560000,12.6
-33.005370000,138.009410000,10.1
-33.007350000,138.010080000,8.8
-33.009540000,138.010750000,8.6
-33.010080000,138.010970000,7.8
-33.018410000,138.013540000,5.0
-33.020540000,138.014390000,5.7
-33.022180000,138.015240000,5.4
-33.024030000,138.016400000,6.4
-33.040980000,138.028750000,7.9
-33.043850000,138.030810000,11.2
-33.044360000,138.031160000,11.2
-33.045040000,138.031540000,11.0
-33.046120000,138.032070000,10.5
-33.047780000,138.032730000,10.8
-33.048470000,138.032940000,12.4
-33.049700000,138.033250000,13.2
-33.054200000,138.034000000,9.9
-33.055730000,138.034380000,9.9
-33.057170000,138.034890000,7.4
-33.057760000,138.035160000,7.4
-33.059830000,138.036280000,6.3
-33.065280000,138.039610000,6.5
-33.073470000,138.044970000,7.1
-33.086140000,138.052460000,8.9
-33.087810000,138.053550000,7.7
-33.089450000,138.054820000,7.8
-33.090700000,138.055920000,10.2
-33.100420000,138.065090000,17.2
-33.101250000,138.065780000,19.0
-33.101990000,138.066310000,19.1
-33.103250000,138.067040000,19.5
-33.104050000,138.067410000,19.9
-33.105440000,138.067900000,22.3
-33.106390000,138.068120000,22.9
-33.107440000,138.068270000,20.0
-33.108520000,138.068330000,21.2
-33.152860000,138.068340000,11.6
-33.155200000,138.068290000,10.7
-33.156540000,138.068180000,10.4
-33.158080000,138.067820000,9.6
-33.159900000,138.067200000,10.1
-33.161300000,138.066970000,7.9
-33.162630000,138.066910000,7.0
-33.164470000,138.066920000,6.4
-33.165690000,138.067100000,6.8
-33.166400000,138.067320000,6.9
-33.168270000,138.068090000,7.3
-33.168950000,138.068250000,7.0
-33.169470000,138.068300000,7.0
-33.188830000,138.068210000,8.1
-33.189510000,138.068250000,8.5
-33.190370000,138.068380000,7.9
-33.191560000,138.068970000,7.5
-33.192360000,138.069590000,7.9
-33.193160000,138.070400000,8.4
-33.193810000,138.071290000,8.8
-33.194190000,138.071920000,9.9
-33.197250000,138.077580000,12.5
-33.197740000,138.078820000,14.3
-33.199020000,138.082570000,16.7
-33.199600000,138.083840000,16.6
-33.200460000,138.085340000,19.7
-33.201540000,138.086830000,18.9
-33.202350000,138.087780000,19.0
-33.203210000,138.088640000,20.5
-33.210350000,138.095260000,27.4
-33.221600000,138.105580000,38.7
-33.236140000,138.119050000,57.4
-33.236680000,138.119630000,58.7
-33.237510000,138.120800000,60.9
-33.238190000,138.121670000,60.0
-33.238910000,138.122240000,62.5
-33.242300000,138.124340000,64.4
-33.244900000,138.125740000,67.0
-33.245760000,138.126290000,66.3
-33.246140000,138.126650000,66.6
-33.247090000,138.127740000,67.9
-33.248230000,138.129220000,72.1
-33.262360000,138.148690000,104.5
-33.263590000,138.150170000,104.9
-33.265340000,138.151880000,106.9
-33.266290000,138.152640000,106.2
-33.267210000,138.153280000,107.5
-33.268450000,138.153980000,106.4
-33.269590000,138.154510000,105.2
-33.285320000,138.160620000,117.2
